filename	size
E1.bed	1089
E10.bed	2599
E11.bed	4040
E12.bed	2715
E13.bed	3567
E14.bed	7388
E15.bed	5055
E16.bed	2898
E17.bed	251
E18.bed	37
E19.bed	749
E2.bed	12323
E20.bed	26
E21.bed	515
E22.bed	40933
E23.bed	12592
E3.bed	2517
E4.bed	2222
E5.bed	3690
E6.bed	3895
E7.bed	1989
E8.bed	6646
E9.bed	1797
